Case ID;Activity;Resource;Start Timestamp;Complete Timestamp;Variant;Variant index;(case) description;defectFixed;defectType;lifecycle:transition;numberRepairs;phoneType
375;Register;System;1970/01/09 12:21:00.000;1970/01/09 12:21:00.000;Variant 2;2;Simulated process instance;;;complete;;
375;Analyze Defect;Tester5;1970/01/09 12:21:00.000;1970/01/09 12:29:00.000;Variant 2;2;Simulated process instance;;9;complete;;T1
375;Repair (Complex);SolverC1;1970/01/09 12:45:00.000;1970/01/09 13:02:00.000;Variant 2;2;Simulated process instance;;;complete;;
375;Test Repair;Tester3;1970/01/09 13:02:00.000;1970/01/09 13:10:00.000;Variant 2;2;Simulated process instance;true;;complete;0;
375;Inform User;System;1970/01/09 13:18:00.000;1970/01/09 13:18:00.000;Variant 2;2;Simulated process instance;;;complete;;
375;Archive Repair;System;1970/01/09 13:18:00.000;1970/01/09 13:18:00.000;Variant 2;2;Simulated process instance;true;;complete;0;
376;Register;System;1970/01/08 22:04:00.000;1970/01/08 22:04:00.000;Variant 3;3;Simulated process instance;;;complete;;
376;Analyze Defect;Tester5;1970/01/08 22:04:00.000;1970/01/08 22:09:00.000;Variant 3;3;Simulated process instance;;1;complete;;T3
376;Repair (Simple);SolverS3;1970/01/08 22:28:00.000;1970/01/08 22:39:00.000;Variant 3;3;Simulated process instance;;;complete;;
376;Test Repair;Tester3;1970/01/08 22:39:00.000;1970/01/08 22:49:00.000;Variant 3;3;Simulated process instance;true;;complete;1;
376;Inform User;System;1970/01/08 22:46:00.000;1970/01/08 22:46:00.000;Variant 3;3;Simulated process instance;;;complete;;
376;Archive Repair;System;1970/01/08 22:58:00.000;1970/01/08 22:58:00.000;Variant 3;3;Simulated process instance;true;;complete;1;
377;Register;System;1970/01/09 20:58:00.000;1970/01/09 20:58:00.000;Variant 4;4;Simulated process instance;;;complete;;
377;Analyze Defect;Tester5;1970/01/09 20:58:00.000;1970/01/09 21:06:00.000;Variant 4;4;Simulated process instance;;10;complete;;T3
377;Inform User;System;1970/01/09 21:27:00.000;1970/01/09 21:27:00.000;Variant 4;4;Simulated process instance;;;complete;;
377;Repair (Complex);SolverC2;1970/01/09 21:28:00.000;1970/01/09 21:38:00.000;Variant 4;4;Simulated process instance;;;complete;;
377;Test Repair;Tester5;1970/01/09 21:38:00.000;1970/01/09 21:44:00.000;Variant 4;4;Simulated process instance;true;;complete;0;
377;Archive Repair;System;1970/01/09 21:53:00.000;1970/01/09 21:53:00.000;Variant 4;4;Simulated process instance;true;;complete;0;
378;Register;System;1970/01/10 02:04:00.000;1970/01/10 02:04:00.000;Variant 3;3;Simulated process instance;;;complete;;
378;Analyze Defect;Tester4;1970/01/10 02:04:00.000;1970/01/10 02:09:00.000;Variant 3;3;Simulated process instance;;3;complete;;T2
378;Repair (Simple);SolverS2;1970/01/10 02:16:00.000;1970/01/10 02:23:00.000;Variant 3;3;Simulated process instance;;;complete;;
378;Test Repair;Tester6;1970/01/10 02:23:00.000;1970/01/10 02:33:00.000;Variant 3;3;Simulated process instance;true;;complete;1;
378;Inform User;System;1970/01/10 02:46:00.000;1970/01/10 02:46:00.000;Variant 3;3;Simulated process instance;;;complete;;
378;Archive Repair;System;1970/01/10 02:46:00.000;1970/01/10 02:46:00.000;Variant 3;3;Simulated process instance;true;;complete;1;
379;Register;System;1970/01/10 00:41:00.000;1970/01/10 00:41:00.000;Variant 1;1;Simulated process instance;;;complete;;
379;Analyze Defect;Tester3;1970/01/10 00:41:00.000;1970/01/10 00:50:00.000;Variant 1;1;Simulated process instance;;8;complete;;T2
379;Repair (Complex);SolverC1;1970/01/10 01:17:00.000;1970/01/10 01:35:00.000;Variant 1;1;Simulated process instance;;;complete;;
379;Inform User;System;1970/01/10 01:32:00.000;1970/01/10 01:32:00.000;Variant 1;1;Simulated process instance;;;complete;;
379;Test Repair;Tester3;1970/01/10 01:35:00.000;1970/01/10 01:41:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
379;Archive Repair;System;1970/01/10 01:47:00.000;1970/01/10 01:47:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
38;Register;System;1970/01/02 03:46:00.000;1970/01/02 03:46:00.000;Variant 32;32;Simulated process instance;;;complete;;
38;Analyze Defect;Tester2;1970/01/02 03:46:00.000;1970/01/02 03:51:00.000;Variant 32;32;Simulated process instance;;8;complete;;T3
38;Repair (Complex);SolverC2;1970/01/02 04:00:00.000;1970/01/02 04:10:00.000;Variant 32;32;Simulated process instance;;;complete;;
38;Test Repair;Tester5;1970/01/02 04:10:00.000;1970/01/02 04:16:00.000;Variant 32;32;Simulated process instance;false;;complete;0;
38;Restart Repair;System;1970/01/02 04:23:00.000;1970/01/02 04:23:00.000;Variant 32;32;Simulated process instance;;;complete;;
38;Repair (Complex);SolverC1;1970/01/02 04:23:00.000;1970/01/02 04:34:00.000;Variant 32;32;Simulated process instance;;;complete;;
38;Test Repair;Tester5;1970/01/02 04:34:00.000;1970/01/02 04:39:00.000;Variant 32;32;Simulated process instance;true;;complete;0;
38;Inform User;System;1970/01/02 04:37:00.000;1970/01/02 04:37:00.000;Variant 32;32;Simulated process instance;;;complete;;
38;Archive Repair;System;1970/01/02 04:49:00.000;1970/01/02 04:49:00.000;Variant 32;32;Simulated process instance;true;;complete;0;
380;Register;System;1970/01/09 15:55:00.000;1970/01/09 15:55:00.000;Variant 5;5;Simulated process instance;;;complete;;
380;Analyze Defect;Tester4;1970/01/09 15:55:00.000;1970/01/09 16:02:00.000;Variant 5;5;Simulated process instance;;4;complete;;T3
380;Repair (Simple);SolverS3;1970/01/09 16:21:00.000;1970/01/09 16:35:00.000;Variant 5;5;Simulated process instance;;;complete;;
380;Inform User;System;1970/01/09 16:27:00.000;1970/01/09 16:27:00.000;Variant 5;5;Simulated process instance;;;complete;;
380;Test Repair;Tester6;1970/01/09 16:35:00.000;1970/01/09 16:43:00.000;Variant 5;5;Simulated process instance;true;;complete;1;
380;Archive Repair;System;1970/01/09 16:49:00.000;1970/01/09 16:49:00.000;Variant 5;5;Simulated process instance;true;;complete;1;
381;Register;System;1970/01/09 05:36:00.000;1970/01/09 05:36:00.000;Variant 2;2;Simulated process instance;;;complete;;
381;Analyze Defect;Tester1;1970/01/09 05:36:00.000;1970/01/09 05:42:00.000;Variant 2;2;Simulated process instance;;8;complete;;T2
381;Repair (Complex);SolverC1;1970/01/09 05:48:00.000;1970/01/09 06:07:00.000;Variant 2;2;Simulated process instance;;;complete;;
381;Test Repair;Tester4;1970/01/09 06:07:00.000;1970/01/09 06:15:00.000;Variant 2;2;Simulated process instance;true;;complete;0;
381;Inform User;System;1970/01/09 06:18:00.000;1970/01/09 06:18:00.000;Variant 2;2;Simulated process instance;;;complete;;
381;Archive Repair;System;1970/01/09 06:22:00.000;1970/01/09 06:22:00.000;Variant 2;2;Simulated process instance;true;;complete;0;
382;Register;System;1970/01/08 23:23:00.000;1970/01/08 23:23:00.000;Variant 1;1;Simulated process instance;;;complete;;
382;Analyze Defect;Tester2;1970/01/08 23:23:00.000;1970/01/08 23:30:00.000;Variant 1;1;Simulated process instance;;6;complete;;T2
382;Repair (Complex);SolverC3;1970/01/08 23:31:00.000;1970/01/09 00:18:00.000;Variant 1;1;Simulated process instance;;;complete;;
382;Inform User;System;1970/01/08 23:52:00.000;1970/01/08 23:52:00.000;Variant 1;1;Simulated process instance;;;complete;;
382;Test Repair;Tester4;1970/01/09 00:18:00.000;1970/01/09 00:28:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
382;Archive Repair;System;1970/01/09 00:36:00.000;1970/01/09 00:36:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
383;Register;System;1970/01/09 05:08:00.000;1970/01/09 05:08:00.000;Variant 1;1;Simulated process instance;;;complete;;
383;Analyze Defect;Tester2;1970/01/09 05:08:00.000;1970/01/09 05:16:00.000;Variant 1;1;Simulated process instance;;10;complete;;T2
383;Repair (Complex);SolverC3;1970/01/09 05:35:00.000;1970/01/09 06:21:00.000;Variant 1;1;Simulated process instance;;;complete;;
383;Inform User;System;1970/01/09 05:41:00.000;1970/01/09 05:41:00.000;Variant 1;1;Simulated process instance;;;complete;;
383;Test Repair;Tester3;1970/01/09 06:21:00.000;1970/01/09 06:26:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
383;Archive Repair;System;1970/01/09 06:32:00.000;1970/01/09 06:32:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
384;Register;System;1970/01/10 08:05:00.000;1970/01/10 08:05:00.000;Variant 2;2;Simulated process instance;;;complete;;
384;Analyze Defect;Tester1;1970/01/10 08:05:00.000;1970/01/10 08:14:00.000;Variant 2;2;Simulated process instance;;8;complete;;T2
384;Repair (Complex);SolverC1;1970/01/10 08:19:00.000;1970/01/10 08:39:00.000;Variant 2;2;Simulated process instance;;;complete;;
384;Test Repair;Tester3;1970/01/10 08:39:00.000;1970/01/10 08:45:00.000;Variant 2;2;Simulated process instance;true;;complete;0;
384;Inform User;System;1970/01/10 08:51:00.000;1970/01/10 08:51:00.000;Variant 2;2;Simulated process instance;;;complete;;
384;Archive Repair;System;1970/01/10 08:51:00.000;1970/01/10 08:51:00.000;Variant 2;2;Simulated process instance;true;;complete;0;
385;Register;System;1970/01/09 16:10:00.000;1970/01/09 16:10:00.000;Variant 2;2;Simulated process instance;;;complete;;
385;Analyze Defect;Tester6;1970/01/09 16:10:00.000;1970/01/09 16:19:00.000;Variant 2;2;Simulated process instance;;9;complete;;T2
385;Repair (Complex);SolverC2;1970/01/09 16:35:00.000;1970/01/09 16:45:00.000;Variant 2;2;Simulated process instance;;;complete;;
385;Test Repair;Tester6;1970/01/09 16:45:00.000;1970/01/09 16:55:00.000;Variant 2;2;Simulated process instance;true;;complete;0;
385;Inform User;System;1970/01/09 17:03:00.000;1970/01/09 17:03:00.000;Variant 2;2;Simulated process instance;;;complete;;
385;Archive Repair;System;1970/01/09 17:03:00.000;1970/01/09 17:03:00.000;Variant 2;2;Simulated process instance;true;;complete;0;
386;Register;System;1970/01/09 02:54:00.000;1970/01/09 02:54:00.000;Variant 3;3;Simulated process instance;;;complete;;
386;Analyze Defect;Tester6;1970/01/09 02:54:00.000;1970/01/09 03:04:00.000;Variant 3;3;Simulated process instance;;6;complete;;T2
386;Repair (Simple);SolverS3;1970/01/09 03:19:00.000;1970/01/09 03:33:00.000;Variant 3;3;Simulated process instance;;;complete;;
386;Test Repair;Tester3;1970/01/09 03:33:00.000;1970/01/09 03:40:00.000;Variant 3;3;Simulated process instance;true;;complete;1;
386;Inform User;System;1970/01/09 03:45:00.000;1970/01/09 03:45:00.000;Variant 3;3;Simulated process instance;;;complete;;
386;Archive Repair;System;1970/01/09 03:50:00.000;1970/01/09 03:50:00.000;Variant 3;3;Simulated process instance;true;;complete;1;
387;Register;System;1970/01/09 17:26:00.000;1970/01/09 17:26:00.000;Variant 1;1;Simulated process instance;;;complete;;
387;Analyze Defect;Tester1;1970/01/09 17:26:00.000;1970/01/09 17:32:00.000;Variant 1;1;Simulated process instance;;10;complete;;T1
387;Repair (Complex);SolverC1;1970/01/09 17:41:00.000;1970/01/09 18:01:00.000;Variant 1;1;Simulated process instance;;;complete;;
387;Inform User;System;1970/01/09 17:56:00.000;1970/01/09 17:56:00.000;Variant 1;1;Simulated process instance;;;complete;;
387;Test Repair;Tester6;1970/01/09 18:01:00.000;1970/01/09 18:07:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
387;Archive Repair;System;1970/01/09 18:16:00.000;1970/01/09 18:16:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
388;Register;System;1970/01/09 05:21:00.000;1970/01/09 05:21:00.000;Variant 14;14;Simulated process instance;;;complete;;
388;Analyze Defect;Tester6;1970/01/09 05:21:00.000;1970/01/09 05:28:00.000;Variant 14;14;Simulated process instance;;1;complete;;T3
388;Repair (Simple);SolverS1;1970/01/09 05:32:00.000;1970/01/09 05:39:00.000;Variant 14;14;Simulated process instance;;;complete;;
388;Test Repair;Tester2;1970/01/09 05:39:00.000;1970/01/09 05:45:00.000;Variant 14;14;Simulated process instance;false;;complete;1;
388;Restart Repair;System;1970/01/09 05:50:00.000;1970/01/09 05:50:00.000;Variant 14;14;Simulated process instance;;;complete;;
388;Repair (Simple);SolverS1;1970/01/09 05:50:00.000;1970/01/09 05:57:00.000;Variant 14;14;Simulated process instance;;;complete;;
388;Test Repair;Tester2;1970/01/09 05:57:00.000;1970/01/09 06:05:00.000;Variant 14;14;Simulated process instance;false;;complete;2;
388;Inform User;System;1970/01/09 06:02:00.000;1970/01/09 06:02:00.000;Variant 14;14;Simulated process instance;;;complete;;
388;Restart Repair;System;1970/01/09 06:15:00.000;1970/01/09 06:15:00.000;Variant 14;14;Simulated process instance;;;complete;;
388;Repair (Simple);SolverS1;1970/01/09 06:15:00.000;1970/01/09 06:20:00.000;Variant 14;14;Simulated process instance;;;complete;;
388;Test Repair;Tester2;1970/01/09 06:20:00.000;1970/01/09 06:25:00.000;Variant 14;14;Simulated process instance;false;;complete;3;
388;Archive Repair;System;1970/01/09 06:33:00.000;1970/01/09 06:33:00.000;Variant 14;14;Simulated process instance;false;;complete;3;
389;Register;System;1970/01/09 00:49:00.000;1970/01/09 00:49:00.000;Variant 1;1;Simulated process instance;;;complete;;
389;Analyze Defect;Tester5;1970/01/09 00:49:00.000;1970/01/09 00:58:00.000;Variant 1;1;Simulated process instance;;10;complete;;T1
389;Repair (Complex);SolverC1;1970/01/09 01:13:00.000;1970/01/09 01:31:00.000;Variant 1;1;Simulated process instance;;;complete;;
389;Inform User;System;1970/01/09 01:16:00.000;1970/01/09 01:16:00.000;Variant 1;1;Simulated process instance;;;complete;;
389;Test Repair;Tester4;1970/01/09 01:31:00.000;1970/01/09 01:36:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
389;Archive Repair;System;1970/01/09 01:46:00.000;1970/01/09 01:46:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
39;Register;System;1970/01/02 02:05:00.000;1970/01/02 02:05:00.000;Variant 3;3;Simulated process instance;;;complete;;
39;Analyze Defect;Tester2;1970/01/02 02:05:00.000;1970/01/02 02:12:00.000;Variant 3;3;Simulated process instance;;3;complete;;T3
39;Repair (Simple);SolverS2;1970/01/02 02:13:00.000;1970/01/02 02:19:00.000;Variant 3;3;Simulated process instance;;;complete;;
39;Test Repair;Tester4;1970/01/02 02:19:00.000;1970/01/02 02:26:00.000;Variant 3;3;Simulated process instance;true;;complete;1;
39;Inform User;System;1970/01/02 02:30:00.000;1970/01/02 02:30:00.000;Variant 3;3;Simulated process instance;;;complete;;
39;Archive Repair;System;1970/01/02 02:34:00.000;1970/01/02 02:34:00.000;Variant 3;3;Simulated process instance;true;;complete;1;
390;Register;System;1970/01/10 15:21:00.000;1970/01/10 15:21:00.000;Variant 6;6;Simulated process instance;;;complete;;
390;Analyze Defect;Tester4;1970/01/10 15:21:00.000;1970/01/10 15:31:00.000;Variant 6;6;Simulated process instance;;4;complete;;T2
390;Repair (Simple);SolverS1;1970/01/10 15:50:00.000;1970/01/10 15:56:00.000;Variant 6;6;Simulated process instance;;;complete;;
390;Test Repair;Tester5;1970/01/10 15:56:00.000;1970/01/10 16:01:00.000;Variant 6;6;Simulated process instance;false;;complete;1;
390;Inform User;System;1970/01/10 16:07:00.000;1970/01/10 16:07:00.000;Variant 6;6;Simulated process instance;;;complete;;
390;Restart Repair;System;1970/01/10 16:11:00.000;1970/01/10 16:11:00.000;Variant 6;6;Simulated process instance;;;complete;;
390;Repair (Simple);SolverS2;1970/01/10 16:11:00.000;1970/01/10 16:19:00.000;Variant 6;6;Simulated process instance;;;complete;;
390;Test Repair;Tester6;1970/01/10 16:19:00.000;1970/01/10 16:26:00.000;Variant 6;6;Simulated process instance;false;;complete;2;
390;Restart Repair;System;1970/01/10 16:32:00.000;1970/01/10 16:32:00.000;Variant 6;6;Simulated process instance;;;complete;;
390;Repair (Simple);SolverS1;1970/01/10 16:32:00.000;1970/01/10 16:39:00.000;Variant 6;6;Simulated process instance;;;complete;;
390;Test Repair;Tester4;1970/01/10 16:39:00.000;1970/01/10 16:45:00.000;Variant 6;6;Simulated process instance;false;;complete;3;
390;Archive Repair;System;1970/01/10 16:53:00.000;1970/01/10 16:53:00.000;Variant 6;6;Simulated process instance;false;;complete;3;
391;Register;System;1970/01/10 08:53:00.000;1970/01/10 08:53:00.000;Variant 15;15;Simulated process instance;;;complete;;
391;Analyze Defect;Tester2;1970/01/10 08:53:00.000;1970/01/10 09:00:00.000;Variant 15;15;Simulated process instance;;10;complete;;T3
391;Repair (Complex);SolverC2;1970/01/10 09:15:00.000;1970/01/10 09:27:00.000;Variant 15;15;Simulated process instance;;;complete;;
391;Inform User;System;1970/01/10 09:18:00.000;1970/01/10 09:18:00.000;Variant 15;15;Simulated process instance;;;complete;;
391;Test Repair;Tester1;1970/01/10 09:27:00.000;1970/01/10 09:35:00.000;Variant 15;15;Simulated process instance;false;;complete;0;
391;Restart Repair;System;1970/01/10 09:41:00.000;1970/01/10 09:41:00.000;Variant 15;15;Simulated process instance;;;complete;;
391;Repair (Complex);SolverC2;1970/01/10 09:41:00.000;1970/01/10 09:52:00.000;Variant 15;15;Simulated process instance;;;complete;;
391;Test Repair;Tester6;1970/01/10 09:52:00.000;1970/01/10 10:01:00.000;Variant 15;15;Simulated process instance;true;;complete;0;
391;Archive Repair;System;1970/01/10 10:10:00.000;1970/01/10 10:10:00.000;Variant 15;15;Simulated process instance;true;;complete;0;
392;Register;System;1970/01/09 23:55:00.000;1970/01/09 23:55:00.000;Variant 1;1;Simulated process instance;;;complete;;
392;Analyze Defect;Tester2;1970/01/09 23:55:00.000;1970/01/10 00:03:00.000;Variant 1;1;Simulated process instance;;10;complete;;T2
392;Repair (Complex);SolverC3;1970/01/10 00:19:00.000;1970/01/10 00:59:00.000;Variant 1;1;Simulated process instance;;;complete;;
392;Inform User;System;1970/01/10 00:49:00.000;1970/01/10 00:49:00.000;Variant 1;1;Simulated process instance;;;complete;;
392;Test Repair;Tester1;1970/01/10 00:59:00.000;1970/01/10 01:07:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
392;Archive Repair;System;1970/01/10 01:13:00.000;1970/01/10 01:13:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
393;Register;System;1970/01/09 10:37:00.000;1970/01/09 10:37:00.000;Variant 1;1;Simulated process instance;;;complete;;
393;Analyze Defect;Tester6;1970/01/09 10:37:00.000;1970/01/09 10:42:00.000;Variant 1;1;Simulated process instance;;10;complete;;T2
393;Repair (Complex);SolverC1;1970/01/09 11:10:00.000;1970/01/09 11:30:00.000;Variant 1;1;Simulated process instance;;;complete;;
393;Inform User;System;1970/01/09 11:16:00.000;1970/01/09 11:16:00.000;Variant 1;1;Simulated process instance;;;complete;;
393;Test Repair;Tester4;1970/01/09 11:30:00.000;1970/01/09 11:36:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
393;Archive Repair;System;1970/01/09 11:46:00.000;1970/01/09 11:46:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
394;Register;System;1970/01/09 09:27:00.000;1970/01/09 09:27:00.000;Variant 1;1;Simulated process instance;;;complete;;
394;Analyze Defect;Tester3;1970/01/09 09:27:00.000;1970/01/09 09:32:00.000;Variant 1;1;Simulated process instance;;9;complete;;T1
394;Repair (Complex);SolverC2;1970/01/09 09:43:00.000;1970/01/09 10:00:00.000;Variant 1;1;Simulated process instance;;;complete;;
394;Inform User;System;1970/01/09 09:51:00.000;1970/01/09 09:51:00.000;Variant 1;1;Simulated process instance;;;complete;;
394;Test Repair;Tester4;1970/01/09 10:00:00.000;1970/01/09 10:10:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
394;Archive Repair;System;1970/01/09 10:16:00.000;1970/01/09 10:16:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
395;Register;System;1970/01/09 17:02:00.000;1970/01/09 17:02:00.000;Variant 4;4;Simulated process instance;;;complete;;
395;Analyze Defect;Tester4;1970/01/09 17:02:00.000;1970/01/09 17:07:00.000;Variant 4;4;Simulated process instance;;7;complete;;T1
395;Inform User;System;1970/01/09 17:26:00.000;1970/01/09 17:26:00.000;Variant 4;4;Simulated process instance;;;complete;;
395;Repair (Complex);SolverC3;1970/01/09 17:31:00.000;1970/01/09 18:17:00.000;Variant 4;4;Simulated process instance;;;complete;;
395;Test Repair;Tester3;1970/01/09 18:17:00.000;1970/01/09 18:23:00.000;Variant 4;4;Simulated process instance;true;;complete;0;
395;Archive Repair;System;1970/01/09 18:31:00.000;1970/01/09 18:31:00.000;Variant 4;4;Simulated process instance;true;;complete;0;
396;Register;System;1970/01/09 03:46:00.000;1970/01/09 03:46:00.000;Variant 4;4;Simulated process instance;;;complete;;
396;Analyze Defect;Tester4;1970/01/09 03:46:00.000;1970/01/09 03:54:00.000;Variant 4;4;Simulated process instance;;8;complete;;T2
396;Inform User;System;1970/01/09 04:21:00.000;1970/01/09 04:21:00.000;Variant 4;4;Simulated process instance;;;complete;;
396;Repair (Complex);SolverC3;1970/01/09 04:22:00.000;1970/01/09 05:05:00.000;Variant 4;4;Simulated process instance;;;complete;;
396;Test Repair;Tester4;1970/01/09 05:05:00.000;1970/01/09 05:11:00.000;Variant 4;4;Simulated process instance;true;;complete;0;
396;Archive Repair;System;1970/01/09 05:17:00.000;1970/01/09 05:17:00.000;Variant 4;4;Simulated process instance;true;;complete;0;
397;Register;System;1970/01/09 15:47:00.000;1970/01/09 15:47:00.000;Variant 4;4;Simulated process instance;;;complete;;
397;Analyze Defect;Tester3;1970/01/09 15:47:00.000;1970/01/09 15:54:00.000;Variant 4;4;Simulated process instance;;9;complete;;T1
397;Inform User;System;1970/01/09 16:13:00.000;1970/01/09 16:13:00.000;Variant 4;4;Simulated process instance;;;complete;;
397;Repair (Complex);SolverC3;1970/01/09 16:14:00.000;1970/01/09 17:01:00.000;Variant 4;4;Simulated process instance;;;complete;;
397;Test Repair;Tester3;1970/01/09 17:01:00.000;1970/01/09 17:07:00.000;Variant 4;4;Simulated process instance;true;;complete;0;
397;Archive Repair;System;1970/01/09 17:12:00.000;1970/01/09 17:12:00.000;Variant 4;4;Simulated process instance;true;;complete;0;
398;Register;System;1970/01/10 10:18:00.000;1970/01/10 10:18:00.000;Variant 1;1;Simulated process instance;;;complete;;
398;Analyze Defect;Tester4;1970/01/10 10:18:00.000;1970/01/10 10:23:00.000;Variant 1;1;Simulated process instance;;8;complete;;T2
398;Repair (Complex);SolverC2;1970/01/10 10:46:00.000;1970/01/10 11:02:00.000;Variant 1;1;Simulated process instance;;;complete;;
398;Inform User;System;1970/01/10 10:54:00.000;1970/01/10 10:54:00.000;Variant 1;1;Simulated process instance;;;complete;;
398;Test Repair;Tester2;1970/01/10 11:02:00.000;1970/01/10 11:11:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
398;Archive Repair;System;1970/01/10 11:21:00.000;1970/01/10 11:21:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
399;Register;System;1970/01/09 09:29:00.000;1970/01/09 09:29:00.000;Variant 9;9;Simulated process instance;;;complete;;
399;Analyze Defect;Tester2;1970/01/09 09:29:00.000;1970/01/09 09:38:00.000;Variant 9;9;Simulated process instance;;2;complete;;T1
399;Inform User;System;1970/01/09 09:55:00.000;1970/01/09 09:55:00.000;Variant 9;9;Simulated process instance;;;complete;;
399;Repair (Simple);SolverS3;1970/01/09 10:07:00.000;1970/01/09 10:24:00.000;Variant 9;9;Simulated process instance;;;complete;;
399;Test Repair;Tester5;1970/01/09 10:24:00.000;1970/01/09 10:34:00.000;Variant 9;9;Simulated process instance;true;;complete;1;
399;Archive Repair;System;1970/01/09 10:44:00.000;1970/01/09 10:44:00.000;Variant 9;9;Simulated process instance;true;;complete;1;
4;Register;System;1970/01/02 00:46:00.000;1970/01/02 00:46:00.000;Variant 5;5;Simulated process instance;;;complete;;
4;Analyze Defect;Tester6;1970/01/02 00:46:00.000;1970/01/02 00:53:00.000;Variant 5;5;Simulated process instance;;1;complete;;T1
4;Repair (Simple);SolverS3;1970/01/02 01:21:00.000;1970/01/02 01:32:00.000;Variant 5;5;Simulated process instance;;;complete;;
4;Inform User;System;1970/01/02 01:29:00.000;1970/01/02 01:29:00.000;Variant 5;5;Simulated process instance;;;complete;;
4;Test Repair;Tester3;1970/01/02 01:32:00.000;1970/01/02 01:42:00.000;Variant 5;5;Simulated process instance;true;;complete;1;
4;Archive Repair;System;1970/01/02 01:50:00.000;1970/01/02 01:50:00.000;Variant 5;5;Simulated process instance;true;;complete;1;
40;Register;System;1970/01/02 08:02:00.000;1970/01/02 08:02:00.000;Variant 9;9;Simulated process instance;;;complete;;
40;Analyze Defect;Tester5;1970/01/02 08:02:00.000;1970/01/02 08:07:00.000;Variant 9;9;Simulated process instance;;1;complete;;T2
40;Inform User;System;1970/01/02 08:22:00.000;1970/01/02 08:22:00.000;Variant 9;9;Simulated process instance;;;complete;;
40;Repair (Simple);SolverS3;1970/01/02 08:25:00.000;1970/01/02 08:39:00.000;Variant 9;9;Simulated process instance;;;complete;;
40;Test Repair;Tester1;1970/01/02 08:39:00.000;1970/01/02 08:45:00.000;Variant 9;9;Simulated process instance;true;;complete;1;
40;Archive Repair;System;1970/01/02 08:51:00.000;1970/01/02 08:51:00.000;Variant 9;9;Simulated process instance;true;;complete;1;
400;Register;System;1970/01/09 14:13:00.000;1970/01/09 14:13:00.000;Variant 6;6;Simulated process instance;;;complete;;
400;Analyze Defect;Tester6;1970/01/09 14:13:00.000;1970/01/09 14:19:00.000;Variant 6;6;Simulated process instance;;2;complete;;T1
400;Repair (Simple);SolverS1;1970/01/09 14:27:00.000;1970/01/09 14:33:00.000;Variant 6;6;Simulated process instance;;;complete;;
400;Test Repair;Tester2;1970/01/09 14:33:00.000;1970/01/09 14:38:00.000;Variant 6;6;Simulated process instance;false;;complete;1;
400;Inform User;System;1970/01/09 14:48:00.000;1970/01/09 14:48:00.000;Variant 6;6;Simulated process instance;;;complete;;
400;Restart Repair;System;1970/01/09 14:48:00.000;1970/01/09 14:48:00.000;Variant 6;6;Simulated process instance;;;complete;;
400;Repair (Simple);SolverS1;1970/01/09 14:48:00.000;1970/01/09 14:53:00.000;Variant 6;6;Simulated process instance;;;complete;;
400;Test Repair;Tester3;1970/01/09 14:53:00.000;1970/01/09 14:58:00.000;Variant 6;6;Simulated process instance;false;;complete;2;
400;Restart Repair;System;1970/01/09 15:08:00.000;1970/01/09 15:08:00.000;Variant 6;6;Simulated process instance;;;complete;;
400;Repair (Simple);SolverS1;1970/01/09 15:08:00.000;1970/01/09 15:15:00.000;Variant 6;6;Simulated process instance;;;complete;;
400;Test Repair;Tester2;1970/01/09 15:15:00.000;1970/01/09 15:23:00.000;Variant 6;6;Simulated process instance;false;;complete;3;
400;Archive Repair;System;1970/01/09 15:31:00.000;1970/01/09 15:31:00.000;Variant 6;6;Simulated process instance;false;;complete;3;
401;Register;System;1970/01/09 21:50:00.000;1970/01/09 21:50:00.000;Variant 1;1;Simulated process instance;;;complete;;
401;Analyze Defect;Tester4;1970/01/09 21:50:00.000;1970/01/09 21:58:00.000;Variant 1;1;Simulated process instance;;6;complete;;T2
401;Repair (Complex);SolverC2;1970/01/09 22:13:00.000;1970/01/09 22:30:00.000;Variant 1;1;Simulated process instance;;;complete;;
401;Inform User;System;1970/01/09 22:22:00.000;1970/01/09 22:22:00.000;Variant 1;1;Simulated process instance;;;complete;;
401;Test Repair;Tester1;1970/01/09 22:30:00.000;1970/01/09 22:38:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
401;Archive Repair;System;1970/01/09 22:46:00.000;1970/01/09 22:46:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
